node_id,date,metric_name,value,delay_flag
SUP_01,2025-01-01,Factory Issue,371.82,0
SUP_01,2025-01-02,Factory Issue,350.26,0
SUP_01,2025-01-03,Factory Issue,288.16,0
SUP_01,2025-01-04,Factory Issue,332.88,0
SUP_01,2025-01-05,Factory Issue,316.29,0
SUP_01,2025-01-06,Factory Issue,471.05,0
SUP_01,2025-01-07,Factory Issue,321.53,0
SUP_01,2025-01-08,Factory Issue,290.36,0
SUP_01,2025-01-09,Factory Issue,493.64,0
SUP_01,2025-01-10,Factory Issue,259.12,0
SUP_01,2025-01-11,Factory Issue,382.08,0
SUP_01,2025-01-12,Factory Issue,333.11,0
SUP_01,2025-01-13,Factory Issue,381.66,0
SUP_01,2025-01-14,Factory Issue,301.37,0
SUP_01,2025-01-15,Factory Issue,434.99,0
SUP_01,2025-01-16,Factory Issue,418.85,0
SUP_01,2025-01-17,Factory Issue,409.1,0
SUP_01,2025-01-18,Factory Issue,241.62,0
SUP_01,2025-01-19,Factory Issue,339.72,0
SUP_01,2025-01-20,Factory Issue,339.57,0
SUP_01,2025-01-21,Factory Issue,368.73,0
SUP_01,2025-01-22,Factory Issue,385.28,0
SUP_01,2025-01-23,Factory Issue,243.86,0
SUP_01,2025-01-24,Factory Issue,153.5,0
SUP_01,2025-01-25,Factory Issue,418.83,0
SUP_01,2025-01-26,Factory Issue,435.43,0
SUP_01,2025-01-27,Factory Issue,494.97,0
SUP_01,2025-01-28,Factory Issue,500.85,0
SUP_01,2025-01-29,Factory Issue,256.58,0
SUP_01,2025-01-30,Factory Issue,298.38,0
SUP_01,2025-01-31,Factory Issue,215.72,0
SUP_01,2025-02-01,Factory Issue,551.76,0
SUP_01,2025-02-02,Factory Issue,344.13,0
SUP_01,2025-02-03,Factory Issue,204.0,0
SUP_01,2025-02-04,Factory Issue,511.84,0
SUP_01,2025-02-05,Factory Issue,435.26,0
SUP_01,2025-02-06,Factory Issue,282.78,0
SUP_01,2025-02-07,Factory Issue,239.01,0
SUP_01,2025-02-08,Factory Issue,404.69,0
SUP_01,2025-02-09,Factory Issue,506.36,0
SUP_01,2025-02-10,Factory Issue,335.86,0
SUP_01,2025-02-11,Factory Issue,347.96,0
