node_id,date,metric_name,value,delay_flag
SUP_01,2025-01-01,Inventory,11705.25,0
SUP_01,2025-01-02,Inventory,11919.87,0
SUP_01,2025-01-03,Inventory,8826.05,0
SUP_01,2025-01-04,Inventory,20726.35,0
SUP_01,2025-01-05,Inventory,10642.83,0
SUP_01,2025-01-06,Inventory,12302.08,0
SUP_01,2025-01-07,Inventory,15228.24,0
SUP_01,2025-01-08,Inventory,19595.87,0
SUP_01,2025-01-09,Inventory,18115.16,0
SUP_01,2025-01-10,Inventory,17323.36,0
SUP_01,2025-01-11,Inventory,14916.75,0
SUP_01,2025-01-12,Inventory,24459.93,0
SUP_01,2025-01-13,Inventory,20757.77,0
SUP_01,2025-01-14,Inventory,20973.38,0
SUP_01,2025-01-15,Inventory,11160.03,0
SUP_01,2025-01-16,Inventory,18159.82,0
SUP_01,2025-01-17,Inventory,9220.16,0
SUP_01,2025-01-18,Inventory,20862.83,0
SUP_01,2025-01-19,Inventory,12024.1,0
SUP_01,2025-01-20,Inventory,16557.89,0
SUP_01,2025-01-21,Inventory,16220.06,0
SUP_01,2025-01-22,Inventory,17943.79,0
SUP_01,2025-01-23,Inventory,13014.2,0
SUP_01,2025-01-24,Inventory,22206.29,0
SUP_01,2025-01-25,Inventory,12221.55,0
SUP_01,2025-01-26,Inventory,23200.87,0
SUP_01,2025-01-27,Inventory,25573.08,0
SUP_01,2025-01-28,Inventory,11494.82,0
SUP_01,2025-01-29,Inventory,18144.71,0
SUP_01,2025-01-30,Inventory,21546.54,0
SUP_01,2025-01-31,Inventory,7825.48,0
SUP_01,2025-02-01,Inventory,19775.13,0
SUP_01,2025-02-02,Inventory,11767.25,0
SUP_01,2025-02-03,Inventory,16206.04,0
SUP_01,2025-02-04,Inventory,16515.62,0
SUP_01,2025-02-05,Inventory,20494.06,0
SUP_01,2025-02-06,Inventory,12520.8,0
SUP_01,2025-02-07,Inventory,17703.05,0
SUP_01,2025-02-08,Inventory,17289.07,0
SUP_01,2025-02-09,Inventory,12431.84,0
SUP_01,2025-02-10,Inventory,7366.91,0
SUP_01,2025-02-11,Inventory,12388.13,0
SUP_01,2025-02-12,Inventory,19546.88,0
SUP_01,2025-02-13,Inventory,19402.4,0
SUP_01,2025-02-14,Inventory,14744.68,0
SUP_01,2025-02-15,Inventory,24393.38,0
SUP_01,2025-02-16,Inventory,15348.38,0
SUP_01,2025-02-17,Inventory,22370.39,0
SUP_01,2025-02-18,Inventory,17623.32,0
SUP_01,2025-02-19,Inventory,8066.79,0
SUP_01,2025-02-20,Inventory,9242.37,0
SUP_01,2025-02-21,Inventory,14151.35,0
SUP_01,2025-02-22,Inventory,7995.93,0
SUP_01,2025-02-23,Inventory,9438.84,0
SUP_01,2025-02-24,Inventory,13073.15,0
SUP_01,2025-02-25,Inventory,10012.34,0
SUP_01,2025-02-26,Inventory,18133.7,0
SUP_01,2025-02-27,Inventory,14545.89,0
SUP_01,2025-02-28,Inventory,9538.02,0
SUP_01,2025-03-01,Inventory,14870.2,0
SUP_01,2025-03-02,Inventory,12881.77,0
SUP_01,2025-03-03,Inventory,9364.86,0
SUP_01,2025-03-04,Inventory,23468.3,0
SUP_01,2025-03-05,Inventory,9558.62,0
SUP_01,2025-03-06,Inventory,14192.66,0
SUP_01,2025-03-07,Inventory,7413.78,0
SUP_01,2025-03-08,Inventory,16674.17,0
SUP_01,2025-03-09,Inventory,10103.68,0
SUP_01,2025-03-10,Inventory,13072.55,0
SUP_01,2025-03-11,Inventory,15779.6,0
SUP_01,2025-03-12,Inventory,13098.43,0
SUP_01,2025-03-13,Inventory,22492.47,0
SUP_01,2025-03-14,Inventory,11544.94,0
SUP_01,2025-03-15,Inventory,10688.38,0
SUP_01,2025-03-16,Inventory,12253.21,0
SUP_01,2025-03-17,Inventory,9341.53,0
SUP_01,2025-03-18,Inventory,9996.59,0
SUP_01,2025-03-19,Inventory,10056.71,0
SUP_01,2025-03-20,Inventory,15600.46,0
SUP_01,2025-03-21,Inventory,14700.5,0
SUP_01,2025-03-22,Inventory,20241.14,0
SUP_01,2025-03-23,Inventory,16160.64,0
SUP_01,2025-03-24,Inventory,15918.34,0
SUP_01,2025-03-25,Inventory,9907.24,0
SUP_01,2025-03-26,Inventory,21016.35,0
SUP_01,2025-03-27,Inventory,19619.22,0
SUP_01,2025-03-28,Inventory,17232.55,0
SUP_01,2025-03-29,Inventory,23722.93,0
SUP_01,2025-03-30,Inventory,10010.65,0
SUP_01,2025-03-31,Inventory,18386.85,0
SUP_01,2025-04-01,Inventory,25352.17,0
SUP_01,2025-04-02,Inventory,13156.59,0
SUP_01,2025-04-03,Inventory,15119.54,0
SUP_01,2025-04-04,Inventory,17273.17,0
SUP_01,2025-04-05,Inventory,13537.71,0
SUP_01,2025-04-06,Inventory,16872.63,0
SUP_01,2025-04-07,Inventory,14212.25,0
SUP_01,2025-04-08,Inventory,11350.65,0
SUP_01,2025-04-09,Inventory,15812.87,0
SUP_01,2025-04-10,Inventory,15451.75,0
SUP_02,2025-01-01,Inventory,9423.76,0
SUP_02,2025-01-02,Inventory,12848.96,0
SUP_02,2025-01-03,Inventory,20164.63,0
SUP_02,2025-01-04,Inventory,10550.37,0
SUP_02,2025-01-05,Inventory,12807.78,0
SUP_02,2025-01-06,Inventory,23355.14,0
SUP_02,2025-01-07,Inventory,9678.99,0
SUP_02,2025-01-08,Inventory,14359.5,0
SUP_02,2025-01-09,Inventory,8864.5,0
SUP_02,2025-01-10,Inventory,26883.85,0
SUP_02,2025-01-11,Inventory,17726.67,0
SUP_02,2025-01-12,Inventory,15233.77,0
SUP_02,2025-01-13,Inventory,21778.79,0
SUP_02,2025-01-14,Inventory,9702.14,0
SUP_02,2025-01-15,Inventory,18003.01,0
SUP_02,2025-01-16,Inventory,9774.62,0
SUP_02,2025-01-17,Inventory,18665.12,0
SUP_02,2025-01-18,Inventory,24471.39,0
SUP_02,2025-01-19,Inventory,12196.32,0
SUP_02,2025-01-20,Inventory,8122.2,0
SUP_02,2025-01-21,Inventory,19575.99,0
SUP_02,2025-01-22,Inventory,21292.79,0
SUP_02,2025-01-23,Inventory,22032.02,0
SUP_02,2025-01-24,Inventory,14110.85,0
SUP_02,2025-01-25,Inventory,18063.88,0
SUP_02,2025-01-26,Inventory,12202.63,0
SUP_02,2025-01-27,Inventory,12245.86,0
SUP_02,2025-01-28,Inventory,21422.15,0
SUP_02,2025-01-29,Inventory,13050.25,0
SUP_02,2025-01-30,Inventory,18075.26,0
SUP_02,2025-01-31,Inventory,15915.34,0
SUP_02,2025-02-01,Inventory,9424.08,0
SUP_02,2025-02-02,Inventory,14925.43,0
SUP_02,2025-02-03,Inventory,8533.78,0
SUP_02,2025-02-04,Inventory,17875.48,0
SUP_02,2025-02-05,Inventory,12773.8,0
SUP_02,2025-02-06,Inventory,9485.41,0
SUP_02,2025-02-07,Inventory,23237.5,0
SUP_02,2025-02-08,Inventory,22620.11,0
SUP_02,2025-02-09,Inventory,15591.72,0
SUP_02,2025-02-10,Inventory,14975.2,0
SUP_02,2025-02-11,Inventory,16033.12,0
SUP_02,2025-02-12,Inventory,14884.11,0
SUP_02,2025-02-13,Inventory,17213.21,0
SUP_02,2025-02-14,Inventory,13920.68,0
SUP_02,2025-02-15,Inventory,17442.97,0
SUP_02,2025-02-16,Inventory,11821.16,0
SUP_02,2025-02-17,Inventory,13060.4,0
SUP_02,2025-02-18,Inventory,16148.06,0
SUP_02,2025-02-19,Inventory,11439.26,0
SUP_02,2025-02-20,Inventory,17013.29,0
SUP_02,2025-02-21,Inventory,20522.06,0
SUP_02,2025-02-22,Inventory,11783.74,0
SUP_02,2025-02-23,Inventory,22104.81,0
SUP_02,2025-02-24,Inventory,18956.56,0
SUP_02,2025-02-25,Inventory,9956.34,0
SUP_02,2025-02-26,Inventory,8601.64,0
SUP_02,2025-02-27,Inventory,5811.06,0
SUP_02,2025-02-28,Inventory,13313.51,0
SUP_02,2025-03-01,Inventory,8336.34,0
SUP_02,2025-03-02,Inventory,16717.32,0
SUP_02,2025-03-03,Inventory,17218.78,0
SUP_02,2025-03-04,Inventory,7023.62,0
SUP_02,2025-03-05,Inventory,14368.34,0
SUP_02,2025-03-06,Inventory,14637.36,0
SUP_02,2025-03-07,Inventory,20296.97,0
SUP_02,2025-03-08,Inventory,14496.64,0
SUP_02,2025-03-09,Inventory,26061.64,0
SUP_02,2025-03-10,Inventory,7358.11,0
SUP_02,2025-03-11,Inventory,25153.59,0
SUP_02,2025-03-12,Inventory,16278.02,0
