node_id,date,metric_name,value,delay_flag
SUP_01,2025-01-01,Delivery To Distributor,377.16,0
SUP_01,2025-01-02,Delivery To Distributor,304.25,0
SUP_01,2025-01-03,Delivery To Distributor,512.67,0
SUP_01,2025-01-04,Delivery To Distributor,411.75,0
SUP_01,2025-01-05,Delivery To Distributor,464.39,0
SUP_01,2025-01-06,Delivery To Distributor,476.89,0
SUP_01,2025-01-07,Delivery To Distributor,426.16,0
SUP_01,2025-01-08,Delivery To Distributor,392.61,0
SUP_01,2025-01-09,Delivery To Distributor,382.01,0
SUP_01,2025-01-10,Delivery To Distributor,464.89,0
SUP_01,2025-01-11,Delivery To Distributor,430.78,0
SUP_01,2025-01-12,Delivery To Distributor,435.58,0
SUP_01,2025-01-13,Delivery To Distributor,382.99,0
SUP_01,2025-01-14,Delivery To Distributor,322.45,0
SUP_01,2025-01-15,Delivery To Distributor,497.24,0
SUP_01,2025-01-16,Delivery To Distributor,391.53,0
SUP_01,2025-01-17,Delivery To Distributor,477.83,0
SUP_01,2025-01-18,Delivery To Distributor,540.71,0
SUP_01,2025-01-19,Delivery To Distributor,567.82,0
SUP_01,2025-01-20,Delivery To Distributor,398.03,0
SUP_01,2025-01-21,Delivery To Distributor,310.82,0
SUP_01,2025-01-22,Delivery To Distributor,374.06,0
SUP_01,2025-01-23,Delivery To Distributor,549.88,0
SUP_01,2025-01-24,Delivery To Distributor,415.42,0
SUP_01,2025-01-25,Delivery To Distributor,454.35,0
SUP_01,2025-01-26,Delivery To Distributor,438.56,0
SUP_01,2025-01-27,Delivery To Distributor,406.4,0
SUP_01,2025-01-28,Delivery To Distributor,482.1,0
SUP_01,2025-01-29,Delivery To Distributor,536.5,0
SUP_01,2025-01-30,Delivery To Distributor,577.43,0
SUP_01,2025-01-31,Delivery To Distributor,447.73,0
SUP_01,2025-02-01,Delivery To Distributor,338.67,0
SUP_01,2025-02-02,Delivery To Distributor,476.27,0
SUP_01,2025-02-03,Delivery To Distributor,412.38,0
